employee_id,first_name,last_name,email,gender,part_time_job,1/7/2025,2/7/2025,3/7/2025,4/7/2025,5/7/2025,6/7/2025,7/7/2025,8/7/2025,9/7/2025,10/7/2025,11/7/2025,12/7/2025,13/7/2025,14/7/2025,15/7/2025,16/7/2025,17/7/2025,18/7/2025,19/7/2025,20/7/2025,21/7/2025,22/7/2025,23/7/2025,24/7/2025,25/7/2025,26/7/2025,27/7/2025,28/7/2025,29/7/2025,30/7/2025,31/7/2025
1049,Nichole,Harrington,nichole.harrington.1049@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1050,Wendy,Clark,wendy.clark.1050@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1051,Chelsea,Taylor,chelsea.taylor.1051@gslingacademy.com,female,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1052,Jeffrey,Knight,jeffrey.knight.1052@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1053,Katelyn,Watkins,katelyn.watkins.1053@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1054,Anne,Johnston,anne.johnston.1054@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1055,Rebecca,Carpenter,rebecca.carpenter.1055@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1056,Ashley,Baker,ashley.baker.1056@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1057,Lacey,Norris,lacey.norris.1057@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1058,Angela,Moore,angela.moore.1058@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1059,Maria,Obrien,maria.obrien.1059@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1060,Rebecca,Larsen,rebecca.larsen.1060@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1061,Amanda,Rodriguez,amanda.rodriguez.1061@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1062,Patrick,Clark,patrick.clark.1062@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1063,Janet,Morrison,janet.morrison.1063@gslingacademy.com,female,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1064,James,Acosta,james.acosta.1064@gslingacademy.com,male,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1065,Richard,Burke,richard.burke.1065@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1066,Donald,Contreras,donald.contreras.1066@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1067,Kenneth,Mendez,kenneth.mendez.1067@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1068,Kenneth,Sparks,kenneth.sparks.1068@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1069,Natasha,Morales,natasha.morales.1069@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1070,David,Mendoza,david.mendoza.1070@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1071,Melissa,Wright,melissa.wright.1071@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1072,Cindy,Hamilton,cindy.hamilton.1072@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1073,Nancy,Walker,nancy.walker.1073@gslingacademy.com,female,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1074,Matthew,Peterson,matthew.peterson.1074@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1075,Grant,Mason,grant.mason.1075@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1076,David,Mays,david.mays.1076@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1077,Sheryl,Parker,sheryl.parker.1077@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1078,Ross,Sanchez,ross.sanchez.1078@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1079,Robert,Barnett,robert.barnett.1079@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1080,Dean,Sims,dean.sims.1080@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1081,Jaime,Morrison,jaime.morrison.1081@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1082,Regina,Hernandez,regina.hernandez.1082@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1083,Margaret,Smith,margaret.smith.1083@gslingacademy.com,female,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
1084,Kyle,Garcia,kyle.garcia.1084@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1085,Trevor,Stark,trevor.stark.1085@gslingacademy.com,male,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1086,Nathaniel,Adams,nathaniel.adams.1086@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1087,Gabriela,Martinez,gabriela.martinez.1087@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1088,Debra,Walter,debra.walter.1088@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1089,Kimberly,Herrera,kimberly.herrera.1089@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1090,William,Fleming,william.fleming.1090@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
1091,Brandon,Foster,brandon.foster.1091@gslingacademy.com,male,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1092,John,Wilson,john.wilson.1092@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Present,Present,Present,Present,Present,Absent,Present,Present,Present,Present,Present,Present,Present
1093,George,Kerr,george.kerr.1093@gslingacademy.com,male,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1094,Kenneth,Gilbert,kenneth.gilbert.1094@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1095,Jodi,Price,jodi.price.1095@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1096,Jordan,Sheppard,jordan.sheppard.1096@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1097,Tristan,Martinez,tristan.martinez.1097@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Present,Present,Present,Present,Absent,Present,Present,Present,Present,Present,Present
1098,Sharon,Chandler,sharon.chandler.1098@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1099,Steven,Allen,steven.allen.1099@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1100,Douglas,Robertson,douglas.robertson.1100@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Present,Present,Present,Present,Absent,Present,Present,Present,Present,Present,Present
1101,Sabrina,Zavala,sabrina.zavala.1101@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1102,Corey,Merritt,corey.merritt.1102@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1103,Jennifer,Salas,jennifer.salas.1103@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1104,John,Klein,john.klein.1104@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Present,Absent,Present,Present,Present,Present
1105,Rachel,Grant,rachel.grant.1105@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1106,Jose,Wood,jose.wood.1106@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1107,Michelle,Mcdonald,michelle.mcdonald.1107@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1108,Thomas,George,thomas.george.1108@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1109,Charles,Torres,charles.torres.1109@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1110,Jonathan,Finley,jonathan.finley.1110@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Absent,Present,Present,Present,Absent,Present,Present
1111,Diana,Long,diana.long.1111@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1112,Jonathan,Johnson,jonathan.johnson.1112@gslingacademy.com,male,FALSE,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1113,Nicole,Robinson,nicole.robinson.1113@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1114,Rebecca,Mckinney,rebecca.mckinney.1114@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1115,Daniel,Guerrero,daniel.guerrero.1115@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1116,Jillian,Dominguez,jillian.dominguez.1116@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1117,Samantha,Phillips,samantha.phillips.1117@gslingacademy.com,female,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1118,Dylan,Rogers,dylan.rogers.1118@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1119,Brittany,Spencer,brittany.spencer.1119@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1120,Melissa,Terry,melissa.terry.1120@gslingacademy.com,female,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1121,Robin,Perez,robin.perez.1121@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1122,Veronica,Hopkins,veronica.hopkins.1122@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1123,Daniel,Lewis,daniel.lewis.1123@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1124,Mallory,Collins,mallory.collins.1124@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1125,Stephen,Sosa,stephen.sosa.1125@gslingacademy.com,male,FALSE,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1126,Andrew,Hunter,andrew.hunter.1126@gslingacademy.com,male,FALSE,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1127,David,Hartman,david.hartman.1127@gslingacademy.com,male,FALSE,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1128,Paul,Taylor,paul.taylor.1128@gslingacademy.com,male,FALSE,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1129,Brittany,Simmons,brittany.simmons.1129@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1130,Emma,Jones,emma.jones.1130@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1131,Matthew,Aguilar,matthew.aguilar.1131@gslingacademy.com,male,FALSE,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1132,Brett,Myers,brett.myers.1132@gslingacademy.com,male,FALSE,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1133,Lisa,Alexander,lisa.alexander.1133@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1134,Stephanie,Allen,stephanie.allen.1134@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1135,Rebecca,Clark,rebecca.clark.1135@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1136,Andrew,Sanders,andrew.sanders.1136@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1137,Julia,Day,julia.day.1137@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1138,Amber,Levy,amber.levy.1138@gslingacademy.com,female,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1139,Nicole,Daniel,nicole.daniel.1139@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1140,Sarah,Wells,sarah.wells.1140@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1141,Laura,Stone,laura.stone.1141@gslingacademy.com,female,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1142,Katherine,Glenn,katherine.glenn.1142@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1143,Catherine,Mccall,catherine.mccall.1143@gslingacademy.com,female,TRUE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1144,Tammy,Andrews,tammy.andrews.1144@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1145,Kathryn,Powell,kathryn.powell.1145@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1146,Michael,Lutz,michael.lutz.1146@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1147,Brian,Myers,brian.myers.1147@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Present,Absent,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1148,Maria,Adams,maria.adams.1148@gslingacademy.com,female,FALSE,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
1149,Ronnie,Nguyen,ronnie.nguyen.1149@gslingacademy.com,male,FALSE,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
